2.70495 0
2.71788 0.012925
2.71201 0.00949078
2.71493 0.0073157
2.72503 0.011582
2.72443 0.00947575
2.72395 0.00802228
2.71885 0.00862353
2.71979 0.00766377
2.72063 0.00690611
2.72456 0.00738028
2.71786 0.00950338
2.72499 0.0112784
2.72447 0.0104547
2.72541 0.00977861
2.72582 0.00915595
2.72869 0.00906689
2.73054 0.00874775
2.73147 0.00832627
2.72982 0.00807048
2.72822 0.00784047
2.72881 0.00749864
2.72988 0.00724509
2.72894 0.00700043
2.728 0.00677931
2.72546 0.00699249
2.72472 0.00676858
2.72513 0.00653498
2.72591 0.00635363
2.72618 0.00614419
2.72395 0.00634662
2.72301 0.00621772
2.72359 0.00605414
2.72249 0.00597447
2.72146 0.00589136
2.72202 0.00575177
2.71997 0.00595552
2.7197 0.00580301
2.71851 0.00577588
2.71999 0.00582107
2.72105 0.00577405
2.72147 0.00565073
2.72015 0.00567394
2.71943 0.0055891
2.7184 0.00556012
2.71845 0.00543812
2.71948 0.00541998
2.71896 0.00533174
2.71866 0.00523026
2.71832 0.00513578
2.71746 0.0051074
2.71779 0.00501908
2.71886 0.00503853
2.71849 0.00495781
2.71865 0.0048695
2.71691 0.00508819
2.71651 0.00501433
2.71555 0.00502036
2.71642 0.00501032
2.71732 0.00500844
2.71734 0.00492571
2.71737 0.00484566
2.71708 0.00477701
2.71715 0.0047024
2.71657 0.00466666
2.71571 0.00467367
2.71664 0.00469571
2.71689 0.00463308
2.71647 0.00458502
2.71639 0.00451973
2.71571 0.00450762
2.71497 0.00450582
2.71514 0.00444707
2.71588 0.00444802
2.71597 0.00438922
2.71639 0.00435133
2.7156 0.004366
2.7151 0.00433833
2.71558 0.00430971
2.71526 0.00426777
2.71522 0.00421493
2.71449 0.00422734
2.71488 0.00419436
2.71421 0.00419712
2.71434 0.00414944
2.71395 0.00411936
2.71346 0.00410142
2.7134 0.00405503
2.71413 0.00407552
2.71452 0.00404909
2.71359 0.00411201
2.71354 0.0040673
2.71366 0.00402505
2.71353 0.00398423
2.71332 0.00394769
2.71329 0.00390646
2.71368 0.00388621
2.71374 0.00384678
2.71375 0.00380773
2.71367 0.00377031
