-3.95811 0
-3.95743 0.00067715
-3.95734 0.000400981
-3.9576 0.000386285
-3.95772 0.000323073
-3.95764 0.000276613
-3.95753 0.000258038
-3.9576 0.000233521
-3.9573 0.00036599
-3.95734 0.000330868
-3.95725 0.000313374
-3.95717 0.000297166
-3.95717 0.000273354
-3.95717 0.000253102
-3.95712 0.000241051
-3.95707 0.000230757
-3.957 0.000225792
-3.95698 0.000214512
-3.9569 0.00021628
-3.95694 0.00020791
-3.95699 0.000204839
-3.95702 0.000197938
-3.95696 0.000198214
-3.95699 0.000192079
-3.95698 0.000184521
-3.95697 0.000177967
-3.95703 0.000182345
-3.95706 0.000178534
-3.95704 0.000173766
-3.95705 0.000168081
-3.95699 0.000170434
-3.95697 0.000166684
-3.95692 0.000169831
-3.95693 0.00016538
-3.95691 0.00016266
-3.95695 0.000164539
-3.95693 0.000161301
-3.95691 0.000158484
-3.9569 0.000155002
-3.9569 0.000151077
-3.95688 0.000148198
-3.95688 0.000144683
-3.9569 0.000142652
-3.95692 0.000141183
-3.95689 0.000141738
-3.95689 0.000138653
-3.95687 0.000136836
-3.95684 0.000137287
-3.95683 0.000135175
-3.95682 0.000132577
-3.95681 0.000130567
-3.95682 0.000128358
-3.95681 0.00012609
-3.95683 0.000125482
-3.95684 0.000123229
-3.95683 0.000121323
-3.95684 0.000119506
-3.95681 0.000119566
-3.95681 0.000117658
-3.95682 0.000116784
-3.95679 0.000118947
-3.95678 0.000117567
-3.95677 0.000116349
-3.95678 0.000114848
-3.95677 0.000113231
-3.9568 0.000114819
-3.9568 0.000113145
-3.95683 0.000115342
-3.95682 0.000113975
-3.95681 0.000112674
-3.95683 0.000113172
-3.95682 0.00011238
-3.95679 0.000114587
-3.95679 0.000113133
-3.95678 0.000112019
-3.95679 0.000110553
-3.95679 0.000109165
-3.95678 0.000108469
-3.95677 0.000107258
-3.95676 0.000106886
-3.95676 0.000105564
-3.95675 0.000104808
-3.95674 0.000104106
-3.95674 0.000103027
-3.95675 0.000101945
-3.95674 0.000101179
-3.95672 0.000101615
-3.95672 0.00010055
-3.95672 9.95021e-05
-3.95672 9.84343e-05
-3.95672 9.73496e-05
-3.95674 9.71544e-05
-3.95674 9.61058e-05
-3.95674 9.54605e-05
-3.95674 9.49108e-05
-3.95673 9.41115e-05
-3.95672 9.3493e-05
-3.95673 9.30594e-05
-3.95674 9.29745e-05
-3.95676 9.32519e-05
