0 -0.821925 0.00398216
1 -0.817473 0.0035934
2 -0.813818 0.00406001
3 -0.81171 0.00390283
4 -0.811454 0.00398397
5 -0.808556 0.00436905
6 -0.802381 0.00408731
7 -0.798924 0.00369884
8 -0.798263 0.00348527
9 -0.797928 0.00326055
10 -0.792589 0.0034425
11 -0.790834 0.00315322
12 -0.791902 0.00312142
13 -0.787225 0.00356744
14 -0.790459 0.00295169
15 -0.791663 0.00296209
16 -0.789328 0.00280671
17 -0.788789 0.00274853
18 -0.787895 0.0029059
19 -0.787552 0.00271426
20 -0.78673 0.00299679
21 -0.790463 0.00261074
22 -0.787508 0.00298176
23 -0.786213 0.00341473
24 -0.786217 0.00257447
25 -0.783812 0.00249639
26 -0.785708 0.00325129
27 -0.784362 0.00328912
28 -0.784249 0.00375222
29 -0.782615 0.00403403
30 -0.784291 0.00366952
31 -0.782467 0.00368675
32 -0.783056 0.00368727
33 -0.782088 0.00302287
34 -0.783861 0.00313371
35 -0.780912 0.00301488
36 -0.780045 0.00329559
37 -0.779952 0.00353436
38 -0.778943 0.0040109
39 -0.779569 0.00382514
40 -0.779077 0.00398504
41 -0.782473 0.00401906
42 -0.783305 0.00339174
43 -0.783853 0.00347748
44 -0.781333 0.00359355
45 -0.779992 0.0034915
46 -0.780013 0.00318567
47 -0.779663 0.00262133
48 -0.781293 0.00244673
49 -0.781193 0.00315638
50 -0.779803 0.00393576
51 -0.781809 0.00373061
52 -0.781579 0.00415998
53 -0.779914 0.00382705
54 -0.781453 0.00304805
55 -0.784218 0.00282894
56 -0.783874 0.00275649
57 -0.783567 0.00282298
58 -0.7809 0.00323202
59 -0.782553 0.00301451
60 -0.783464 0.00297601
61 -0.783976 0.00289778
62 -0.781723 0.00337144
63 -0.781714 0.00310432
64 -0.781241 0.00324643
65 -0.783573 0.00281411
66 -0.781632 0.00275886
67 -0.784146 0.00302894
68 -0.784522 0.00269467
69 -0.783051 0.00296778
70 -0.781747 0.00277741
71 -0.782101 0.00307366
72 -0.784333 0.00334137
73 -0.784217 0.00295479
74 -0.784014 0.00311997
75 -0.784517 0.00295282
76 -0.781457 0.00287781
77 -0.782223 0.0031137
78 -0.780021 0.0032159
79 -0.780113 0.00300101
80 -0.779857 0.00270615
81 -0.78151 0.00216325
82 -0.782978 0.00226929
83 -0.78113 0.00264688
84 -0.782669 0.00272127
85 -0.781734 0.00254591
86 -0.782729 0.0028529
87 -0.781554 0.00308182
88 -0.782371 0.00284683
89 -0.782284 0.00251455
90 -0.783097 0.0021401
91 -0.781364 0.00217085
92 -0.782673 0.00223346
93 -0.781827 0.00267455
94 -0.784208 0.00293627
95 -0.78083 0.00233183
96 -0.779208 0.00236563
97 -0.780221 0.00222991
98 -0.781756 0.0021842
99 -0.782336 0.0021167
100 -0.782529 0.00241708
101 -0.782607 0.00191733
102 -0.78137 0.00217912
103 -0.781394 0.00259782
104 -0.781588 0.00268545
105 -0.781589 0.00233648
106 -0.781571 0.00230077
107 -0.779243 0.00254517
108 -0.779501 0.00272131
109 -0.780067 0.00329773
110 -0.779479 0.00347016
111 -0.780864 0.00327344
112 -0.780758 0.00295068
113 -0.782683 0.00314068
114 -0.78288 0.00321892
115 -0.783745 0.00333138
116 -0.783219 0.0031398
117 -0.784321 0.00359576
118 -0.783407 0.00333333
119 -0.784387 0.00279169
120 -0.781814 0.00275165
121 -0.782342 0.00302698
122 -0.782894 0.00275686
123 -0.782745 0.0026276
124 -0.782026 0.00213466
125 -0.782973 0.00213257
126 -0.781664 0.00222414
127 -0.782366 0.00276336
128 -0.781139 0.00329683
129 -0.781971 0.00345778
130 -0.783615 0.00320395
131 -0.78201 0.0029639
132 -0.783355 0.00314526
133 -0.783639 0.00291881
134 -0.78333 0.00273726
135 -0.781536 0.00300086
136 -0.778925 0.00306373
137 -0.779541 0.00289018
138 -0.779504 0.00302678
139 -0.778913 0.00283997
140 -0.778705 0.00264018
141 -0.778352 0.00249851
142 -0.778681 0.00220732
143 -0.777802 0.00260417
144 -0.777001 0.00268427
145 -0.778267 0.0023858
146 -0.778873 0.0021202
147 -0.778261 0.00204218
148 -0.780001 0.00202895
149 -0.782142 0.00223219
150 -0.783419 0.00253199
151 -0.783268 0.00240963
152 -0.782649 0.00225993
153 -0.781559 0.00184703
154 -0.782226 0.00236675
155 -0.780666 0.00263805
156 -0.781561 0.00239252
157 -0.781254 0.00198679
158 -0.780361 0.00208686
159 -0.780168 0.00215669
160 -0.777463 0.00290746
161 -0.778949 0.00249408
162 -0.779593 0.0026146
163 -0.779827 0.00227536
164 -0.779263 0.00282319
165 -0.778742 0.0030931
166 -0.77979 0.00311132
167 -0.778864 0.00301667
168 -0.778336 0.00293794
169 -0.777783 0.00272489
170 -0.777614 0.00305344
171 -0.776912 0.00303146
172 -0.775638 0.00300804
173 -0.775198 0.0029357
174 -0.775891 0.00224366
175 -0.775986 0.00221498
176 -0.775376 0.00179583
177 -0.773984 0.00177976
178 -0.777173 0.00251066
179 -0.779478 0.00192882
180 -0.783278 0.00199642
181 -0.782336 0.00240197
182 -0.780302 0.00244115
183 -0.780306 0.00206216
184 -0.780325 0.00211876
185 -0.782635 0.00273702
186 -0.781874 0.0030717
187 -0.779885 0.00313328
188 -0.783624 0.00297037
189 -0.783336 0.00304976
190 -0.784069 0.00313843
191 -0.78572 0.00278744
