1.25161 0
1.25161 1.85003e-06
1.25163 1.43897e-05
1.25164 1.67458e-05
1.25166 2.08157e-05
1.25168 2.57318e-05
1.2517 2.78962e-05
1.2517 2.53233e-05
1.2517 2.26386e-05
1.2517 2.04913e-05
1.25171 2.14475e-05
1.25173 2.39299e-05
1.25174 2.61223e-05
1.25175 2.5289e-05
1.25175 2.3711e-05
1.25175 2.25213e-05
1.25174 2.13777e-05
1.25174 2.01993e-05
1.25174 1.91094e-05
1.25174 1.82101e-05
1.25174 1.73476e-05
1.25174 1.65404e-05
1.25174 1.5983e-05
1.25174 1.53077e-05
1.25174 1.49343e-05
1.25174 1.45906e-05
1.25174 1.41767e-05
1.25173 1.41865e-05
1.25173 1.42257e-05
1.25172 1.49433e-05
1.25172 1.56497e-05
1.25171 1.58497e-05
1.25171 1.6444e-05
1.2517 1.64147e-05
1.2517 1.60683e-05
1.2517 1.56678e-05
1.2517 1.528e-05
1.2517 1.49295e-05
1.2517 1.45574e-05
1.2517 1.44277e-05
1.2517 1.41939e-05
1.2517 1.4e-05
1.2517 1.37144e-05
1.2517 1.35039e-05
1.2517 1.32598e-05
1.2517 1.30792e-05
1.2517 1.2811e-05
1.2517 1.25462e-05
1.2517 1.22893e-05
1.2517 1.20833e-05
1.2517 1.18615e-05
1.2517 1.16396e-05
1.2517 1.14502e-05
1.2517 1.12375e-05
1.2517 1.11113e-05
1.2517 1.09497e-05
1.2517 1.0756e-05
1.2517 1.05693e-05
1.2517 1.04207e-05
1.2517 1.03582e-05
1.2517 1.04634e-05
1.25169 1.06875e-05
1.25169 1.09691e-05
1.25169 1.11812e-05
1.25169 1.12784e-05
1.25168 1.13634e-05
1.25168 1.17345e-05
1.25168 1.20508e-05
1.25167 1.21823e-05
1.25167 1.24436e-05
1.25167 1.2799e-05
1.25166 1.29618e-05
1.25166 1.29063e-05
1.25166 1.27483e-05
1.25166 1.25796e-05
1.25166 1.24161e-05
1.25166 1.23285e-05
1.25166 1.22259e-05
1.25166 1.22086e-05
1.25165 1.23539e-05
1.25165 1.2676e-05
1.25165 1.28331e-05
1.25165 1.2764e-05
1.25165 1.26382e-05
1.25165 1.24954e-05
1.25165 1.23512e-05
1.25165 1.22206e-05
1.25165 1.21036e-05
1.25165 1.19808e-05
1.25165 1.18476e-05
1.25165 1.17167e-05
1.25165 1.15932e-05
1.25165 1.14679e-05
1.25165 1.13546e-05
1.25165 1.1262e-05
1.25165 1.11934e-05
1.25164 1.11107e-05
1.25164 1.10129e-05
1.25164 1.09064e-05
1.25164 1.08e-05
