0 1.06226 0 0
1 0.980392 0.0818726 0.0193867
2 1.0326 0.0704295 0.0149705
3 0.998894 0.0601367 0.0135808
4 1.00267 0.0467346 0.0105437
5 1.00866 0.0386261 0.00862988
6 1.00589 0.0327625 0.00748727
7 1.00585 0.0283732 0.00650768
8 0.995994 0.0268932 0.00677931
9 0.988977 0.0250564 0.00643554
10 0.990506 0.0227159 0.00598633
11 0.986138 0.0211918 0.00557339
12 0.985987 0.0194942 0.00513201
13 0.986175 0.0180491 0.00477025
14 0.989088 0.0170535 0.00450212
15 0.983378 0.0169433 0.00437982
16 0.983918 0.0159246 0.0041439
17 0.985737 0.0151236 0.00397844
18 0.985782 0.0143056 0.00376463
19 0.988592 0.0138594 0.00379688
20 0.990628 0.0133392 0.0036346
21 0.992136 0.0128075 0.00347669
22 0.993606 0.012326 0.00333936
23 0.992936 0.0118203 0.00320206
24 0.99106 0.0114918 0.00310521
25 0.990955 0.0110414 0.00299755
26 0.989079 0.010789 0.00290718
27 0.988656 0.0104052 0.00281454
28 0.98799 0.010062 0.0027398
29 0.987856 0.00972177 0.00264768
30 0.989081 0.00948235 0.00258955
31 0.990118 0.00923962 0.00255993
32 0.98775 0.00926299 0.00254684
33 0.98994 0.00924954 0.00261018
34 0.991172 0.00906539 0.00253814
35 0.991558 0.00881846 0.00247014
36 0.990083 0.00870275 0.00245741
37 0.990577 0.00848502 0.00239524
38 0.990878 0.00827008 0.00233324
39 0.992105 0.0081535 0.00231198
40 0.992278 0.00795403 0.00226107
41 0.992282 0.00776234 0.00220723
42 0.992522 0.00758349 0.00215861
43 0.993491 0.00747223 0.0021385
44 0.993865 0.00731383 0.00209156
45 0.994179 0.00715995 0.00204916
46 0.994736 0.00702808 0.00201155
47 0.994885 0.00688173 0.00197161
48 0.994263 0.00676853 0.00193116
49 0.994708 0.00664672 0.00190019
50 0.994475 0.00651926 0.00186396
51 0.995301 0.00644585 0.00184536
52 0.994671 0.00635436 0.00181908
53 0.995537 0.00629545 0.00182053
54 0.996206 0.00621604 0.00179154
55 0.996387 0.00610669 0.00176598
56 0.995295 0.00609723 0.00174311
57 0.996398 0.00609185 0.00171908
58 0.997141 0.00603369 0.00169451
59 0.996606 0.00595637 0.00166607
60 0.998228 0.00607824 0.00169775
61 0.996842 0.00613784 0.00170795
62 0.996764 0.00604014 0.00168073
63 0.996815 0.00594523 0.00167135
64 0.996217 0.00588347 0.0016507
65 0.996227 0.00579365 0.00162554
66 0.994381 0.00599767 0.00162792
67 0.994588 0.00591246 0.00160607
68 0.993951 0.00586083 0.0015945
69 0.992195 0.00603754 0.00166742
70 0.99197 0.00595615 0.0016497
71 0.991883 0.00587349 0.00162668
72 0.991575 0.00580065 0.0016087
73 0.9931 0.0059215 0.00163589
74 0.99325 0.00584393 0.00161497
75 0.992574 0.00580597 0.00160852
76 0.993754 0.00585032 0.00159657
77 0.993042 0.00581865 0.00160089
78 0.992269 0.00579623 0.00158787
79 0.992013 0.00572903 0.00156817
80 0.990844 0.00577744 0.00158043
81 0.990379 0.00572547 0.00157127
82 0.990755 0.00566859 0.00155711
83 0.990917 0.00560302 0.00153855
84 0.992088 0.00565927 0.00153449
85 0.99209 0.00559308 0.00151671
86 0.99242 0.00553824 0.00149918
87 0.993416 0.00556479 0.00148957
88 0.994062 0.00553975 0.00147274
89 0.993776 0.00548529 0.00145979
90 0.995212 0.00561135 0.00148817
91 0.995992 0.00560464 0.00148464
92 0.996467 0.00556435 0.00147372
93 0.996517 0.00550507 0.00145802
94 0.997253 0.00549627 0.00145235
95 0.997581 0.0054486 0.00143728
96 0.997496 0.00539279 0.00142517
97 0.997946 0.00535636 0.00141323
98 0.998376 0.00531938 0.00140313
99 0.997939 0.00528403 0.00139085
